Product_ID,Product_Name,Catagory,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status,Days_Since_Last_Order,Stock_to_Reorder_Ratio,Is_Backordered,Baseline_Sales,Predicted_Sales,Baseline_Reorder,Predicted_Reorder,Revenue,Cost_Price,Cost,Profit,Restock_Urgency
24-009-1208,White Tea,Beverages,96-405-4286,Aivee,62,31,24,25.0,2024-04-30,2024-06-10,2025-02-06,99 Duke Lane,89,100,Backordered,310,1.9375,1,58.543771043771045,57.96605320148063,52.61784511784512,53.00734083032782,1449.1513300370157,13.750000000000002,728.8509364170076,720.3003936200081,26.966053201480626
71-300-2191,Broccoli,Fruits & Vegetables,98-677-4279,Yamia,79,72,6,4.0,2024-07-11,2024-05-06,2024-05-01,7 Heffernan Drive,67,63,Active,345,1.082191780821918,0,,,,,,2.2,,,
74-430-8245,Peach,Fruits & Vegetables,51-213-5660,Ainyx,73,90,77,4.0,2024-02-26,2024-08-15,2024-03-06,7 Roxbury Circle,75,19,Backordered,244,0.8021978021978022,1,,,,,,2.2,,,
68-636-4774,Carrot,Fruits & Vegetables,40-436-0171,Gevee,18,50,77,1.45,2024-11-03,2024-08-30,2025-02-19,7744 Oxford Pass,44,19,Active,229,0.35294117647058826,0,,,,,,0.7975,,,
38-655-2312,Kale,Fruits & Vegetables,91-127-7174,Dabshots,79,74,87,4.0,2024-08-07,2024-04-09,2024-10-18,17 Reinke Circle,80,26,Backordered,372,1.0533333333333332,1,,,,,,2.2,,,
16-632-1308,Arabica Coffee,Beverages,45-903-0036,Voonyx,23,13,15,20.0,2024-03-27,2024-05-21,2024-11-21,60094 Goodland Junction,31,28,Backordered,330,1.6428571428571428,1,,,,,,11.0,,,
37-606-0510,Milk,Dairy,09-489-6314,Jabbercube,18,64,86,1.0,2024-09-13,2024-06-09,2024-11-09,53 Homewood Alley,73,38,Active,311,0.27692307692307694,0,,,,,,0.55,,,
36-296-9609,Sunflower Oil,Oils & Fats,46-041-1131,Photofeed,24,35,14,2.5,2024-05-04,2024-06-24,2024-12-01,7 Rutledge Pass,91,71,Backordered,296,0.6666666666666666,1,,,,,,1.375,,,
22-329-7791,Watermelon,Fruits & Vegetables,72-013-2438,Eidel,53,41,30,3.0,2024-03-16,2025-01-13,2024-09-19,50687 Porter Park,24,77,Discontinued,93,1.2619047619047619,0,,,,,,1.6500000000000001,,,
56-894-3733,Yogurt,Dairy,57-133-8386,Skinte,85,83,13,1.75,2024-04-05,2024-03-17,2025-02-02,897 Independence Circle,49,75,Backordered,395,1.0119047619047619,1,,,,,,0.9625000000000001,,,
06-858-5680,Sesame Oil,Oils & Fats,63-231-2829,Miboo,15,34,57,6.5,2024-08-22,2025-01-12,2025-01-16,49476 Tony Hill,49,96,Discontinued,94,0.42857142857142855,0,,,,,,3.575,,,
71-954-4501,Anchovies,Seafood,26-135-6134,Quatz,66,49,41,10.0,2024-06-27,2024-10-08,2024-07-26,290 Rusk Avenue,27,37,Discontinued,190,1.32,0,,,,,,5.5,,,
12-046-2988,Corn Oil,Oils & Fats,37-630-2250,Youbridge,17,63,66,2.5,2025-01-25,2025-01-24,2024-11-21,931 Browning Center,23,46,Backordered,82,0.265625,1,58.543771043771045,59.15179597462992,52.61784511784512,50.90595633578064,147.8794899365748,1.375,69.99568996169837,77.88379997487642,105.15179597462992
95-356-1566,Grapes,Fruits & Vegetables,57-204-2098,Rhynyx,13,61,77,5.5,2024-07-22,2025-02-21,2025-01-29,622 Buena Vista Trail,42,18,Backordered,54,0.20967741935483872,1,,,,,,3.0250000000000004,,,
34-291-4939,Digestive Biscuit,Bakery,39-284-1614,Eimbee,34,49,27,4.0,2024-03-09,2024-11-24,2025-02-13,983 Sommers Circle,78,20,Discontinued,143,0.68,0,58.543771043771045,56.87071042219554,52.61784511784512,63.05584183000819,227.48284168878217,2.2,138.72285202601802,88.75998966276416,71.87071042219554
35-621-2546,Swiss Cheese,Dairy,14-190-2260,Skiptube,85,89,41,8.0,2024-04-22,2024-04-07,2025-02-15,3 Fairfield Center,68,93,Discontinued,374,0.9444444444444444,0,58.543771043771045,59.65122228827743,52.61784511784512,53.40858970386025,477.20977830621945,4.4,234.99779469698512,242.21198360923432,63.65122228827743
21-013-3508,Cabbage,Fruits & Vegetables,64-489-8494,Meevee,12,95,49,1.0,2024-06-09,2024-06-13,2024-11-10,84305 Fair Oaks Plaza,25,23,Backordered,307,0.125,1,58.543771043771045,58.560569585225295,52.61784511784512,46.80591899772918,58.560569585225295,0.55,25.74325544875105,32.817314136474245,141.5605695852253
38-049-9319,Oatmeal Biscuit,Bakery,90-447-5123,Trunyx,82,6,53,5.0,2024-11-07,2024-04-29,2024-05-09,6 Lillian Junction,21,58,Active,352,11.714285714285714,0,,,,,,2.75,,,
94-697-2396,Sourdough Bread,Bakery,34-161-7429,Zoomlounge,71,97,44,4.0,2024-11-27,2024-02-26,2024-07-07,44 Thompson Terrace,58,14,Discontinued,415,0.7244897959183674,0,,,,,,2.2,,,
33-807-7247,Mozzarella Cheese,Dairy,94-453-3755,Blogspan,58,17,26,7.0,2024-06-23,2024-07-07,2025-01-03,63464 Jana Court,62,89,Backordered,283,3.2222222222222223,1,,,,,,3.8500000000000005,,,
62-816-8794,Rice Flour,Grains & Pulses,56-110-5754,Photobug,15,76,81,2.0,2024-11-16,2024-06-17,2025-02-06,04 Blaine Lane,90,26,Backordered,303,0.19480519480519481,1,,,,,,1.1,,,
33-507-9886,Pineapple,Fruits & Vegetables,11-445-3951,Quinu,68,25,16,3.5,2024-04-04,2024-08-19,2024-06-27,0584 Lindbergh Alley,25,83,Active,240,2.6153846153846154,0,58.543771043771045,64.8604107584397,52.61784511784512,43.44344141032022,227.01143765453895,1.9250000000000003,83.62862471486643,143.38281293967253,21.8604107584397
40-003-7322,White Sugar,Grains & Pulses,41-644-3129,Wordtune,13,32,79,2.0,2024-05-07,2025-02-16,2024-10-11,2693 6th Court,38,61,Discontinued,59,0.3939393939393939,0,,,,,,1.1,,,
95-090-2788,Sesame Oil,Oils & Fats,95-715-6047,Dabtype,45,7,58,6.5,2024-09-02,2024-04-05,2024-08-26,0313 Rockefeller Street,86,77,Discontinued,376,5.625,0,,,,,,3.575,,,
06-503-5891,Egg (Goose),Dairy,19-098-2529,Babblestorm,40,22,74,2.45,2024-03-22,2024-09-23,2024-03-16,49646 Derek Lane,76,70,Backordered,205,1.7391304347826086,1,,,,,,1.3475000000000001,,,
38-555-9147,Black Coffee,Beverages,35-370-7603,Aimbu,62,23,25,15.5,2024-07-23,2024-04-29,2024-03-08,0 Oneill Hill,34,68,Discontinued,352,2.5833333333333335,0,,,,,,8.525,,,
64-854-8664,Peanut Oil,Oils & Fats,19-893-7698,Pixoboo,79,3,36,4.0,2024-08-16,2025-01-25,2024-08-30,76 Independence Drive,46,29,Discontinued,81,19.75,0,,,,,,2.2,,,
50-942-2409,Peas,Fruits & Vegetables,69-472-4067,Meedoo,75,91,68,3.0,2024-10-31,2024-04-23,2024-12-10,7182 Summit Court,96,73,Backordered,358,0.8152173913043478,1,,,,,,1.6500000000000001,,,
17-493-4579,Almond Flour,Grains & Pulses,67-541-7091,Trudoo,76,8,2,9.5,2024-10-04,2024-11-08,2024-05-28,4627 Amoth Circle,24,53,Active,159,8.444444444444445,0,58.543771043771045,49.171320888338784,52.61784511784512,50.36335883897231,467.12754843921846,5.2250000000000005,263.14854993363036,203.9789985055881,-18.828679111661216
10-854-5467,Canola Oil,Oils & Fats,40-443-3362,Realcube,96,51,40,2.3,2024-03-16,2024-05-04,2024-11-26,3 Oakridge Parkway,61,4,Discontinued,347,1.8461538461538463,0,,,,,,1.265,,,
11-604-6002,Canola Oil,Oils & Fats,50-862-4552,Kimia,69,17,27,2.3,2025-01-14,2024-06-18,2024-05-29,17640 Cottonwood Place,79,75,Backordered,302,3.8333333333333335,1,,,,,,1.265,,,
44-305-1866,Butter,Dairy,25-190-3172,Jayo,48,71,86,3.0,2024-04-29,2024-07-02,2024-08-29,51205 Rieder Junction,95,3,Discontinued,288,0.6666666666666666,0,,,,,,1.6500000000000001,,,
49-730-0159,Cream,Dairy,62-766-8232,Riffpedia,82,3,82,2.4,2024-10-03,2024-12-10,2024-08-26,09189 2nd Drive,48,31,Active,127,20.5,0,,,,,,1.32,,,
70-534-7796,Zucchini,Fruits & Vegetables,62-044-8874,Babblestorm,43,21,31,2.5,2025-02-19,2024-06-25,2025-01-17,76106 Anthes Junction,22,25,Backordered,295,1.9545454545454546,1,58.543771043771045,59.15966405072737,52.61784511784512,58.767338270600696,147.89916012681843,1.375,80.80509012207595,67.09407000474248,37.15966405072737
95-738-4658,Green Coffee,Beverages,67-404-3362,Skyndu,90,68,74,12.0,2024-04-02,2024-11-26,2024-10-30,35 Golf Course Alley,81,26,Backordered,141,1.3043478260869565,1,,,,,,6.6000000000000005,,,
20-405-4865,Milk,Dairy,16-019-7101,Centimia,13,39,98,0.9,2024-06-02,2024-11-05,2024-09-18,36483 Burning Wood Pass,46,46,Backordered,162,0.325,1,,,,,,0.49500000000000005,,,
79-428-8753,Cabbage,Fruits & Vegetables,29-521-7910,Skivee,62,79,95,1.0,2024-05-16,2024-07-06,2024-12-30,9 Holmberg Circle,34,12,Active,284,0.775,0,58.543771043771045,63.30516024331938,52.61784511784512,60.992745696214136,63.30516024331938,0.55,33.54601013291778,29.7591501104016,80.30516024331938
10-626-8536,Coconut Sugar,Grains & Pulses,23-274-3305,Lazz,17,85,74,5.0,2024-05-01,2025-01-29,2024-03-30,38583 2nd Pass,76,89,Active,77,0.19767441860465115,0,58.543771043771045,68.75967492168154,52.61784511784512,47.91968233438463,343.7983746084077,2.75,131.77912641955774,212.01924818884996,136.75967492168155
27-216-9671,Sesame Oil,Oils & Fats,40-773-7065,Skilith,100,86,94,6.5,2024-08-11,2024-04-12,2024-06-04,4 Browning Terrace,77,57,Active,369,1.1494252873563218,0,58.543771043771045,53.860596365002664,52.61784511784512,32.92613825249717,350.09387637251734,3.575,117.71094425267738,232.38293211983995,39.860596365002664
14-489-8669,All-Purpose Flour,Grains & Pulses,28-436-5158,Wikibox,54,69,68,1.75,2024-07-24,2024-11-05,2024-05-13,21629 Burrows Pass,77,56,Discontinued,162,0.7714285714285715,0,,,,,,0.9625000000000001,,,
46-632-8420,Whipped Cream,Dairy,27-996-8883,Skippad,98,24,4,4.1,2024-03-08,2024-12-21,2024-05-23,9 Meadow Ridge Center,89,80,Active,116,3.92,0,58.543771043771045,55.21901126698024,52.61784511784512,44.796128876584525,226.39794619461895,2.255,101.0152706166981,125.38267557792085,-18.78098873301976
39-192-3521,Herbal Tea,Beverages,74-062-7176,Dynazzy,20,9,12,30.5,2024-06-26,2025-02-22,2024-03-16,428 Oriole Avenue,46,32,Discontinued,53,2.0,0,,,,,,16.775000000000002,,,
94-528-8088,Haddock,Seafood,68-885-5553,Zoovu,43,7,63,9.0,2024-09-26,2024-07-24,2024-03-08,21379 Stoughton Junction,66,71,Active,266,5.375,0,,,,,,4.95,,,
74-305-1263,Green Coffee,Beverages,83-076-5024,Photobean,29,91,48,12.0,2024-10-05,2024-07-10,2024-08-16,744 Lakewood Gardens Crossing,28,40,Active,280,0.31521739130434784,0,,,,,,6.6000000000000005,,,
53-151-5726,Grapes,Fruits & Vegetables,93-180-4005,Flipopia,37,45,62,5.5,2024-12-08,2025-01-12,2024-04-20,84239 Meadow Vale Trail,34,23,Backordered,94,0.8043478260869565,1,,,,,,3.0250000000000004,,,
02-085-7218,Cheddar Cheese,Dairy,41-978-3326,Oyonder,85,28,32,8.9,2025-01-17,2024-06-25,2025-01-28,2835 Schlimgen Parkway,57,41,Backordered,295,2.9310344827586206,1,,,,,,4.8950000000000005,,,
77-777-4536,Basmati Rice,Grains & Pulses,64-396-5538,Skidoo,26,67,46,4.4,2024-12-08,2024-09-12,2024-04-04,4784 Farmco Alley,54,46,Backordered,216,0.38235294117647056,1,,,,,,2.4200000000000004,,,
86-482-6451,White Tea,Beverages,56-965-0404,Brightbean,91,78,61,25.0,2024-05-05,2024-10-27,2024-08-10,5501 Fuller Way,63,15,Backordered,171,1.1518987341772151,1,,,,,,13.750000000000002,,,
36-127-4273,Ricotta Cheese,Dairy,05-719-6858,Skimia,50,46,38,6.2,2024-10-01,2024-07-03,2024-07-31,10342 Division Place,88,70,Active,287,1.0638297872340425,0,,,,,,3.4100000000000006,,,
03-061-1344,Trout,Seafood,85-211-5357,Izio,98,65,76,12.0,2024-09-27,2024-07-19,2024-06-27,96420 Briar Crest Lane,62,47,Active,271,1.4848484848484849,0,,,,,,6.6000000000000005,,,
97-300-7511,Egg (Duck),Dairy,47-687-2255,Katz,37,53,61,1.0,2024-04-03,2024-07-17,2024-03-21,45190 Fordem Court,90,89,Backordered,273,0.6851851851851852,1,58.543771043771045,54.84770672871534,52.61784511784512,48.03865783347572,54.84770672871534,0.55,26.421261808411646,28.42644492030369,70.84770672871534
83-108-1174,White Bread,Bakery,56-439-3559,Devpoint,78,68,68,2.5,2024-09-12,2024-03-05,2024-12-25,3 Monument Street,89,24,Backordered,407,1.1304347826086956,1,58.543771043771045,55.79987744908804,52.61784511784512,49.28581781142531,139.4996936227201,1.375,67.7679994907098,71.73169413201029,45.79987744908804
38-664-2155,Cauliflower,Fruits & Vegetables,10-540-5841,Realpoint,48,27,73,2.55,2025-01-13,2024-04-12,2024-05-30,843 Pepper Wood Hill,52,97,Discontinued,369,1.7142857142857142,0,,,,,,1.4025,,,
80-459-5950,Arabica Coffee,Beverages,04-866-2231,Rhyzio,74,10,74,20.0,2024-07-27,2024-10-02,2024-03-20,5 Killdeer Trail,100,66,Backordered,196,6.7272727272727275,1,58.543771043771045,56.49500618136071,52.61784511784512,52.15897597300153,1129.9001236272143,11.0,573.7487357030168,556.1513879241975,-7.504993818639292
93-015-0811,Pineapple,Fruits & Vegetables,07-055-5188,Gigashots,18,7,58,3.5,2024-11-26,2024-08-05,2024-06-26,1 Pleasure Hill,88,96,Discontinued,254,2.25,0,,,,,,1.9250000000000003,,,
02-888-9412,Cauliflower,Fruits & Vegetables,22-307-4653,Photobug,95,66,69,2.48,2024-06-08,2024-03-28,2025-02-04,880 Calypso Road,92,72,Backordered,384,1.4179104477611941,1,,,,,,1.364,,,
10-218-2680,Egg (Turkey),Dairy,72-024-1595,Quinu,39,93,57,2.5,2024-06-04,2024-05-28,2025-01-03,6810 Aberg Junction,26,44,Backordered,323,0.4148936170212766,1,,,,,,1.375,,,
30-964-2694,Peas,Fruits & Vegetables,42-976-2737,Edgeclub,48,72,55,3.0,2024-09-18,2024-05-12,2024-06-30,39 Dovetail Terrace,51,41,Active,339,0.6575342465753424,0,,,,,,1.6500000000000001,,,
15-144-9413,Strawberries,Fruits & Vegetables,08-912-0895,Meevee,58,15,87,5.9,2024-07-10,2024-06-30,2024-07-29,3 Buhler Place,52,81,Backordered,290,3.625,1,,,,,,3.2450000000000006,,,
17-253-5688,Greek Yogurt,Dairy,42-638-2086,Shufflester,39,55,39,3.0,2024-08-15,2024-07-07,2024-06-20,7 Hooker Way,47,59,Backordered,283,0.6964285714285714,1,58.543771043771045,54.83663921213999,52.61784511784512,58.814219374323656,164.50991763641997,1.6500000000000001,97.04346196763404,67.46645566878593,70.83663921214
31-608-1445,Papaya,Fruits & Vegetables,75-286-4153,Ntag,84,28,29,4.4,2025-02-09,2025-02-15,2024-12-14,227 Tennyson Plaza,54,32,Discontinued,60,2.896551724137931,0,58.543771043771045,48.75045377459546,52.61784511784512,56.87922260763769,214.50199660822003,2.4200000000000004,137.64771871048325,76.85427789773678,-7.2495462254045435
51-934-9117,Sardines,Seafood,34-389-9922,Linklinks,30,55,4,6.0,2024-08-25,2024-07-28,2025-01-31,05944 Scott Parkway,56,31,Active,262,0.5357142857142857,0,,,,,,3.3000000000000003,,,
72-810-9753,Sesame Oil,Oils & Fats,17-359-2527,Yotz,14,84,15,6.5,2025-01-28,2025-02-07,2024-12-12,545 Farwell Lane,51,73,Active,68,0.16470588235294117,0,,,,,,3.575,,,
53-146-9979,Powdered Sugar,Grains & Pulses,44-388-2451,Skidoo,21,15,27,2.5,2025-02-05,2024-10-11,2024-08-08,42 Mandrake Alley,37,41,Active,187,1.3125,0,58.543771043771045,65.0753952741137,52.61784511784512,45.33555961388885,162.68848818528426,1.375,62.336394469097165,100.35209371618708,59.0753952741137
46-622-3434,Jasmine Rice,Grains & Pulses,85-473-1534,Topdrive,17,19,74,4.75,2024-10-04,2024-12-08,2024-07-23,2 Miller Lane,58,27,Discontinued,129,0.85,0,,,,,,2.6125000000000003,,,
47-843-8207,Cauliflower,Fruits & Vegetables,55-838-9088,Cogilith,34,92,26,2.5,2024-09-01,2024-04-10,2024-12-27,01 Northfield Road,28,71,Active,371,0.3655913978494624,0,,,,,,1.375,,,
29-135-0791,Jasmine Rice,Grains & Pulses,05-050-4384,Babblestorm,56,48,82,4.75,2024-10-18,2024-12-21,2025-01-11,97 Utah Lane,71,65,Backordered,116,1.1428571428571428,1,58.543771043771045,60.14162362659371,52.61784511784512,53.83998229769183,285.67271222632013,2.6125000000000003,140.65695375271991,145.01575847360021,52.14162362659371
45-194-4094,Plum,Fruits & Vegetables,65-611-4749,Devcast,64,71,69,3.9,2024-10-10,2024-06-14,2024-10-10,2 Scofield Street,60,67,Active,306,0.8888888888888888,0,,,,,,2.145,,,
09-712-3630,Grapes,Fruits & Vegetables,17-807-6972,Aibox,87,62,2,5.5,2024-07-09,2024-03-25,2024-09-30,10 Golf Course Hill,22,38,Backordered,387,1.380952380952381,1,,,,,,3.0250000000000004,,,
56-213-0577,Papaya,Fruits & Vegetables,72-306-8602,Kwinu,24,25,52,4.5,2024-05-25,2024-05-23,2024-09-17,851 Hollow Ridge Center,24,77,Backordered,328,0.9230769230769231,1,,,,,,2.475,,,
78-956-4737,Sushi Rice,Grains & Pulses,76-712-0418,Photobug,47,1,60,4.2,2025-01-29,2024-05-19,2024-04-18,9 Burrows Junction,32,87,Discontinued,332,23.5,0,,,,,,2.3100000000000005,,,
29-436-6570,Digestive Biscuit,Bakery,12-140-7809,Quatz,61,8,45,4.0,2024-06-20,2024-09-27,2024-09-17,30590 Bowman Alley,73,64,Discontinued,201,6.777777777777778,0,,,,,,2.2,,,
04-038-1547,Rye Bread,Bakery,61-912-9541,Realblab,48,2,16,2.8,2024-03-26,2024-11-24,2024-06-08,76 Shelley Pass,27,1,Discontinued,143,16.0,0,58.543771043771045,59.67654656588111,52.61784511784512,63.659099519761,167.0943303844671,1.54,98.03501326043194,69.05931712403516,13.676546565881111
76-476-9996,Chocolate Biscuit,Bakery,88-428-6227,Photobean,37,96,82,5.0,2024-10-06,2025-01-14,2024-12-06,0 Larry Terrace,35,23,Backordered,92,0.38144329896907214,1,,,,,,2.75,,,
43-469-7551,Arabica Coffee,Beverages,64-361-4238,Rhycero,45,36,97,20.0,2024-12-27,2024-05-26,2025-01-25,760 Butternut Plaza,36,6,Active,325,1.2162162162162162,0,,,,,,11.0,,,
15-169-8058,Bread Flour,Grains & Pulses,14-009-8505,Feedfire,87,97,28,1.5,2024-06-12,2024-09-23,2024-04-18,26160 Independence Alley,58,21,Active,205,0.8877551020408163,0,,,,,,0.8250000000000001,,,
37-567-3218,Almond Flour,Grains & Pulses,03-257-4437,Trilia,37,47,34,9.5,2024-07-30,2024-10-31,2024-07-20,153 Caliangt Plaza,38,89,Backordered,167,0.7708333333333334,1,,,,,,5.2250000000000005,,,
92-455-2959,Robusta Coffee,Beverages,13-109-8639,Katz,59,62,57,10.3,2024-09-11,2024-07-16,2024-02-25,0 Ohio Hill,90,94,Backordered,274,0.9365079365079365,1,,,,,,5.665000000000001,,,
75-672-4378,Pomegranate,Fruits & Vegetables,20-103-9525,Eare,62,40,86,6.0,2024-07-15,2024-11-16,2024-06-05,4 Esch Point,45,86,Backordered,151,1.5121951219512195,1,,,,,,3.3000000000000003,,,
66-806-6051,Yogurt,Dairy,19-875-5642,Devpulse,63,12,82,1.7,2024-09-23,2024-07-01,2024-05-23,8 Kensington Place,56,31,Backordered,289,4.846153846153846,1,,,,,,0.935,,,
65-527-9488,Grapes,Fruits & Vegetables,23-482-0516,Layo,38,72,39,5.5,2024-07-10,2024-06-24,2024-10-10,23704 Algoma Park,59,8,Active,296,0.5205479452054794,0,,,,,,3.0250000000000004,,,
36-840-2728,Mackerel,Seafood,26-454-7297,Dabfeed,76,21,3,7.5,2025-01-21,2024-08-10,2024-03-14,08545 Lillian Street,31,47,Discontinued,249,3.4545454545454546,0,,,,,,4.125,,,
07-389-5740,Egg (Quail),Dairy,72-784-3292,Skimia,34,94,69,0.8,2025-01-03,2024-03-12,2024-07-17,59 Veith Center,96,30,Backordered,400,0.35789473684210527,1,58.543771043771045,60.888260494476334,52.61784511784512,52.49524126494237,48.71060839558107,0.44000000000000006,23.09790615657465,25.61270223900642,120.88826049447633
13-144-2169,Eggplant,Fruits & Vegetables,11-742-5033,Blogpad,25,62,11,3.0,2024-10-01,2024-12-01,2024-09-07,52 Namekagon Junction,57,98,Backordered,136,0.3968253968253968,1,,,,,,1.6500000000000001,,,
13-798-3397,Egg (Turkey),Dairy,89-992-6472,Twimm,86,16,37,2.5,2024-03-27,2024-05-09,2024-12-20,93321 Kennedy Point,34,66,Active,342,5.0588235294117645,0,,,,,,1.375,,,
85-806-0613,Oatmeal Biscuit,Bakery,06-286-2758,Kwimbee,41,21,47,5.0,2024-03-07,2025-01-01,2024-04-26,9269 Main Trail,50,99,Active,105,1.8636363636363635,0,,,,,,2.75,,,
67-248-6306,Cauliflower,Fruits & Vegetables,86-173-6891,Avamm,77,54,10,2.5,2024-07-27,2024-10-02,2024-12-22,05 Bartelt Street,64,73,Active,196,1.4,0,,,,,,1.375,,,
47-866-6589,Egg (Duck),Dairy,78-203-1075,Dynazzy,41,61,69,1.0,2024-07-26,2025-02-03,2024-07-27,30880 Barnett Junction,30,100,Discontinued,72,0.6612903225806451,0,,,,,,0.55,,,
91-127-7489,Orange,Fruits & Vegetables,86-079-1525,Oyondu,44,8,52,2.95,2024-05-11,2024-12-10,2024-08-04,43211 Anzinger Drive,42,66,Active,127,4.888888888888889,0,,,,,,1.6225000000000003,,,
90-343-9640,Avocado Oil,Oils & Fats,54-919-9424,Dabtype,53,89,100,10.0,2024-07-01,2024-04-06,2024-10-06,3622 Anhalt Lane,22,83,Backordered,375,0.5888888888888889,1,,,,,,5.5,,,
01-018-6418,Chocolate Biscuit,Bakery,78-888-6073,Chatterbridge,68,29,100,5.0,2024-11-13,2024-09-27,2024-07-16,481 Mifflin Hill,70,26,Backordered,201,2.2666666666666666,1,,,,,,2.75,,,
80-375-9075,Swiss Cheese,Dairy,86-487-3354,Centidel,96,34,57,8.0,2024-11-23,2024-10-20,2024-06-19,3831 Goodland Road,71,17,Discontinued,178,2.742857142857143,0,,,,,,4.4,,,
80-227-6886,Garlic,Fruits & Vegetables,91-632-7343,Layo,33,4,31,7.0,2024-03-13,2025-01-12,2024-06-14,4374 Corry Terrace,46,92,Active,94,6.6,0,,,,,,3.8500000000000005,,,
15-562-3712,Cauliflower,Fruits & Vegetables,53-243-7800,Yakitri,33,89,15,2.5,2024-08-27,2024-06-20,2024-10-28,1 Hudson Hill,90,52,Discontinued,300,0.36666666666666664,0,,,,,,1.375,,,
10-137-9759,Watermelon,Fruits & Vegetables,23-688-6256,Trupe,90,17,17,3.0,2024-03-31,2024-09-03,2024-03-10,402 Kings Road,82,84,Backordered,225,5.0,1,,,,,,1.6500000000000001,,,
69-171-1305,Brown Rice,Grains & Pulses,33-733-7313,Livetube,31,29,57,2.5,2024-10-26,2024-06-18,2024-10-11,9951 Petterle Alley,25,22,Active,302,1.0333333333333334,0,,,,,,1.375,,,
83-117-7658,Asparagus,Fruits & Vegetables,61-424-7670,Yabox,92,3,81,5.0,2024-04-05,2024-02-25,2024-12-19,0282 Emmet Hill,62,20,Backordered,416,23.0,1,,,,,,2.75,,,
74-642-2435,Cauliflower,Fruits & Vegetables,52-012-3409,Skinix,66,31,18,2.5,2024-04-06,2024-12-28,2024-04-08,6292 Chive Street,85,39,Backordered,109,2.0625,1,,,,,,1.375,,,
10-445-0741,Anchovies,Seafood,82-470-7146,Mybuzz,83,17,39,10.0,2024-06-03,2024-07-11,2024-03-31,31 Loomis Park,33,20,Active,279,4.611111111111111,0,58.543771043771045,48.76960835092508,52.61784511784512,62.41907914966677,487.6960835092508,5.5,343.30493532316723,144.39114818608357,-17.230391649074917
80-658-6456,Mango,Fruits & Vegetables,42-080-6579,Wordtune,84,9,46,5.0,2024-06-08,2024-05-19,2024-12-10,44051 Old Shore Junction,30,68,Backordered,332,8.4,1,,,,,,2.75,,,
81-354-4203,Haddock,Seafood,15-466-5131,Yabox,76,57,78,9.0,2024-06-18,2024-06-27,2024-04-28,12 Luster Terrace,52,86,Discontinued,293,1.3103448275862069,0,58.543771043771045,61.55118832103336,52.61784511784512,37.20792025596158,553.9606948893003,4.95,184.17920526700985,369.78148962229045,42.55118832103336
08-573-9997,Pomegranate,Fruits & Vegetables,95-734-4024,Meevee,26,1,9,6.0,2025-02-10,2024-04-05,2024-12-02,03 Little Fleur Pass,82,8,Backordered,376,13.0,1,,,,,,3.3000000000000003,,,
74-610-2295,Green Coffee,Beverages,22-959-6357,Lajo,61,31,100,12.5,2024-12-30,2024-03-16,2024-09-26,87 Bluestem Parkway,95,61,Active,396,1.90625,0,,,,,,6.875000000000001,,,
76-070-1411,Evaporated Milk,Dairy,63-528-0643,Realcube,15,75,78,1.9,2025-02-01,2025-02-12,2025-02-14,87578 Stoughton Parkway,71,21,Discontinued,63,0.19736842105263158,0,58.543771043771045,52.38425597120093,52.61784511784512,48.510358469851624,99.53008634528176,1.045,50.69332460099494,48.83676174428682,112.38425597120093
61-582-7399,Apricot,Fruits & Vegetables,15-062-6342,Topiczoom,73,83,74,5.0,2024-03-29,2025-02-05,2024-07-22,8 Hanover Center,87,10,Discontinued,70,0.8690476190476191,0,,,,,,2.75,,,
42-674-3917,Whole Wheat Flour,Grains & Pulses,26-080-4944,Pixonyx,41,76,47,2.65,2024-09-15,2024-04-20,2024-06-06,78 Forest Dale Road,50,50,Backordered,361,0.5324675324675324,1,,,,,,1.4575,,,
05-899-1428,Avocado Oil,Oils & Fats,17-494-5505,Dabjam,14,75,10,10.0,2024-10-04,2025-01-25,2024-07-01,591 Maple Junction,65,62,Active,81,0.18421052631578946,0,58.543771043771045,53.36775212242036,52.61784511784512,47.82591992535701,533.6775212242036,5.5,263.04255958946356,270.63496163474,114.36775212242037
74-548-9313,Mango,Fruits & Vegetables,69-832-7009,Meevee,99,59,12,5.0,2024-06-24,2024-09-20,2025-02-12,1 Judy Street,52,57,Backordered,208,1.65,1,,,,,,2.75,,,
20-448-2972,Asparagus,Fruits & Vegetables,26-920-6626,Buzzbean,80,6,92,5.0,2025-01-14,2025-01-20,2024-09-16,49770 Hoffman Court,26,71,Discontinued,86,11.428571428571429,0,,,,,,2.75,,,
63-162-9244,Eggplant,Fruits & Vegetables,58-945-2944,Vimbo,49,89,65,3.0,2024-05-24,2024-08-11,2024-05-17,04 Rockefeller Terrace,37,48,Active,248,0.5444444444444444,0,,,,,,1.6500000000000001,,,
91-417-0366,Grapes,Fruits & Vegetables,28-442-2578,Riffwire,25,74,100,5.5,2024-06-07,2024-12-07,2024-12-04,1 Elmside Parkway,41,59,Discontinued,130,0.3333333333333333,0,,,,,,3.0250000000000004,,,
